kBf=2280.15,kBr=0.046709999999999995,kcatE=5.328,kdEf=0.1958,kdEr=83.6,kdp=367.78000000000003,kdpERK=1.6211,kdpMEK=4.317950000000001,kdpR1=28.1,kdpSOS=0.037211,kdR1f=1.9012499999999999,kdR1r=22.27,kEf=116875.0,kEr=3.24,kfpBr=15.960000000000003,kfpR1r=0.10300000000000001,kG2f=3.2600000000000002,kG2r=14485.5,kG2SOSf=0.9842,kG2SOSr=424.08,kiBf=1.2877e-12,kiBr=5.382,kiR1f=1.258e-5,kiR1r=1.2760000000000002,Kmgneslow=216300.0,knfpBR1=3.52425e-12,knfpiBr=14.28,knfpiR1r=0.10787999999999999,knfpSOS=3.332e-5,kpERK=2.2619999999999997e-6,kpMEK=0.00037365,kpR1=4236.5,kR1f=0.00025652499999999996,kR1r=313.26,kRgneslow=4.3125,kRhydro=0.2439,kSoff=48.832,kSon=149.99,kSOSf=0.00048024000000000005,kSOSr=16.426
kBf=2167.55,kBr=0.08217499999999998,kcatE=47.61899999999999,kdEf=5.04185,kdEr=131.48,kdp=442.89000000000004,kdpERK=1.48915,kdpMEK=1.9418,kdpR1=230.42,kdpSOS=0.021389,kdR1f=0.48750000000000004,kdR1r=100.21499999999999,kEf=50000.0,kEr=20.52,kfpBr=38.03800000000001,kfpR1r=0.32548000000000005,kG2f=2.8688,kG2r=2664.0,kG2SOSf=2.1108499999999997,kG2SOSr=494.76000000000005,kiBf=2.7650000000000003e-13,kiBr=1.6380000000000003,kiR1f=2.1460000000000003e-6,kiR1r=0.7040000000000002,Kmgneslow=281190.0,knfpBR1=1.3335000000000001e-12,knfpiBr=20.91,knfpiR1r=0.13572,knfpSOS=5.2136e-5,kpERK=6.38e-6,kpMEK=0.00135945,kpR1=13167.5,kR1f=0.00013736499999999997,kR1r=13.620000000000001,kRgneslow=27.8875,kRhydro=0.29810000000000003,kSoff=84.14800000000001,kSon=224.985,kSOSf=0.00043056,kSOSr=16.139499999999998
kBf=1688.9999999999998,kBr=0.05881999999999999,kcatE=43.955999999999996,kdEf=6.5592999999999995,kdEr=91.96,kdp=69.93,kdpERK=3.22335,kdpMEK=4.01135,kdpR1=16.86,kdpSOS=0.036332,kdR1f=6.581250000000001,kdR1r=110.04,kEf=36875.0,kEr=189.0,kfpBr=46.55,kfpR1r=0.35020000000000007,kG2f=4.1728000000000005,kG2r=16150.5,kG2SOSf=0.6475,kG2SOSr=123.69000000000001,kiBf=9.48e-13,kiBr=3.6660000000000004,kiR1f=6.882000000000001e-6,kiR1r=1.5510000000000004,Kmgneslow=576800.0,knfpBR1=3.048e-13,knfpiBr=2.55,knfpiR1r=0.07308,knfpSOS=4.4296e-5,kpERK=3.0739999999999997e-6,kpMEK=0.0012242999999999998,kpR1=1717.5,kR1f=0.00017377499999999998,kR1r=54.47999999999999,kRgneslow=30.7625,kRhydro=2.0054,kSoff=38.368,kSon=63.675000000000004,kSOSf=5.796000000000001e-5,kSOSr=8.786
kBf=3912.8500000000004,kBr=0.0173,kcatE=2.331,kdEf=8.370449999999998,kdEr=115.52,kdp=313.39000000000004,kdpERK=3.6191999999999998,kdpMEK=3.50035,kdpR1=42.15,kdpSOS=0.033109,kdR1f=8.04375,kdR1r=34.715,kEf=75000.0,kEr=90.72,kfpBr=45.486000000000004,kfpR1r=0.34608000000000005,kG2f=4.4662,kG2r=4828.5,kG2SOSf=0.6992999999999999,kG2SOSr=300.39,kiBf=1.1929e-12,kiBr=2.7300000000000004,kiR1f=5.624000000000001e-6,kiR1r=1.0340000000000003,Kmgneslow=194670.0,knfpBR1=1.9431e-12,knfpiBr=93.84,knfpiR1r=0.027839999999999997,knfpSOS=5.879999999999999e-5,kpERK=4.292e-6,kpMEK=0.0005247,kpR1=21984.0,kR1f=9.102499999999999e-5,kR1r=449.4599999999999,kRgneslow=39.1,kRhydro=2.0460499999999997,kSoff=64.528,kSon=33.96,kSOSf=0.00019872,kSOSr=1.8145
kBf=1942.3499999999997,kBr=0.002595,kcatE=42.623999999999995,kdEf=9.006799999999998,kdEr=147.44,kdp=398.86000000000007,kdpERK=2.1112,kdpMEK=3.6281000000000003,kdpR1=262.735,kdpSOS=0.004980999999999999,kdR1f=1.2674999999999998,kdR1r=126.415,kEf=35000.0,kEr=177.12,kfpBr=40.964,kfpR1r=0.24514000000000002,kG2f=5.6072,kG2r=21145.5,kG2SOSf=0.03885,kG2SOSr=353.4,kiBf=3.476e-13,kiBr=6.708,kiR1f=9.694e-6,kiR1r=0.08800000000000001,Kmgneslow=529935.0,knfpBR1=7.620000000000001e-13,knfpiBr=30.6,knfpiR1r=0.08439,knfpSOS=4.5472e-5,kpERK=3.0159999999999996e-6,kpMEK=0.0009381,kpR1=22098.5,kR1f=0.00028135,kR1r=653.76,kRgneslow=1.725,kRhydro=2.3306,kSoff=16.568,kSon=96.22,kSOSf=0.00032844000000000005,kSOSr=1.7189999999999999
kBf=4222.5,kBr=0.10293499999999997,kcatE=40.29299999999999,kdEf=4.4055,kdEr=28.119999999999997,kdp=160.58000000000004,kdpERK=2.1489000000000003,kdpMEK=3.6025500000000004,kdpR1=160.17,kdpSOS=0.0023439999999999997,kdR1f=6.045,kdR1r=86.46000000000001,kEf=112500.0,kEr=72.36,kfpBr=12.236,kfpR1r=0.20600000000000002,kG2f=3.5860000000000003,kG2r=26473.5,kG2SOSf=0.2072,kG2SOSr=474.14500000000004,kiBf=1.0665e-12,kiBr=10.686000000000002,kiR1f=4.366000000000001e-6,kiR1r=0.13200000000000003,Kmgneslow=385735.0,knfpBR1=2.07645e-12,knfpiBr=66.3,knfpiR1r=0.13659,knfpSOS=1.6072e-5,kpERK=2.6679999999999993e-6,kpMEK=0.0012719999999999997,kpR1=1259.5,kR1f=0.00029293499999999997,kR1r=349.58,kRgneslow=14.662499999999998,kRhydro=2.1951,kSoff=15.696,kSon=12.735000000000001,kSOSf=0.00047748,kSOSr=5.634499999999999
kBf=2364.6,kBr=0.06919999999999998,kcatE=21.312,kdEf=4.16075,kdEr=133.0,kdp=310.80000000000007,kdpERK=0.754,kdpMEK=2.12065,kdpR1=15.455,kdpSOS=0.019923999999999997,kdR1f=1.0725,kdR1r=15.719999999999999,kEf=41875.0,kEr=190.08,kfpBr=11.704000000000002,kfpR1r=0.030900000000000004,kG2f=5.6398,kG2r=11488.5,kG2SOSf=1.0101,kG2SOSr=120.745,kiBf=1.185e-13,kiBr=14.118,kiR1f=3.478e-6,kiR1r=0.8360000000000002,Kmgneslow=144200.0,knfpBR1=2.4765e-12,knfpiBr=54.06,knfpiR1r=0.06003,knfpSOS=2.1560000000000004e-5,kpERK=1.102e-5,kpMEK=0.0013117499999999998,kpR1=22671.0,kR1f=0.00019859999999999998,kR1r=217.92000000000002,kRgneslow=35.9375,kRhydro=0.271,kSoff=39.24,kSon=74.995,kSOSf=0.0004278,kSOSr=11.651
kBf=5573.7,kBr=0.006919999999999998,kcatE=14.652000000000001,kdEf=0.6853,kdEr=61.56,kdp=230.51000000000002,kdpERK=2.58245,kdpMEK=1.25195,kdpR1=224.79999999999998,kdpSOS=0.022560999999999998,kdR1f=3.9,kdR1r=18.995,kEf=85625.0,kEr=213.84,kfpBr=44.42200000000001,kfpR1r=0.24102000000000004,kG2f=4.042400000000001,kG2r=22977.0,kG2SOSf=1.10075,kG2SOSr=568.385,kiBf=1.659e-13,kiBr=12.870000000000003,kiR1f=1.776e-6,kiR1r=1.9910000000000003,Kmgneslow=158620.0,knfpBR1=3.6195000000000004e-13,knfpiBr=86.69999999999999,knfpiR1r=0.17313,knfpSOS=5.5663999999999994e-5,kpERK=4.756e-6,kpMEK=0.0011129999999999998,kpR1=17060.5,kR1f=8.936999999999998e-5,kR1r=326.87999999999994,kRgneslow=37.375,kRhydro=0.82655,kSoff=51.448,kSon=203.76000000000002,kSOSf=0.00038088000000000005,kSOSr=14.706999999999999
kBf=2308.3,kBr=0.051899999999999995,kcatE=12.987,kdEf=2.1538,kdEr=89.67999999999999,kdp=445.4800000000001,kdpERK=1.5834000000000001,kdpMEK=1.9929,kdpR1=56.199999999999996,kdpSOS=0.047466,kdR1f=4.5337499999999995,kdR1r=20.959999999999997,kEf=117500.0,kEr=11.879999999999999,kfpBr=47.614000000000004,kfpR1r=0.06386000000000001,kG2f=1.3366,kG2r=23809.5,kG2SOSf=0.8288,kG2SOSr=76.57,kiBf=1.738e-13,kiBr=7.7219999999999995,kiR1f=8.51e-6,kiR1r=1.4190000000000003,Kmgneslow=64890.0,knfpBR1=2.7432000000000003e-12,knfpiBr=2.04,knfpiR1r=0.00957,knfpSOS=1.4503999999999999e-5,kpERK=1.7399999999999999e-6,kpMEK=0.00011925,kpR1=17518.5,kR1f=3.309999999999999e-5,kR1r=227.0,kRgneslow=16.3875,kRhydro=1.3821,kSoff=36.188,kSon=246.21000000000004,kSOSf=1.1040000000000001e-5,kSOSr=12.606000000000002
kBf=4335.1,kBr=0.08131,kcatE=61.60499999999999,kdEf=0.73425,kdEr=135.28,kdp=132.09000000000003,kdpERK=3.14795,kdpMEK=4.2924,kdpR1=203.725,kdpSOS=0.046001,kdR1f=8.33625,kdR1r=42.575,kEf=63750.0,kEr=59.400000000000006,kfpBr=52.668000000000006,kfpR1r=0.09476,kG2f=0.5868000000000001,kG2r=8824.5,kG2SOSf=0.84175,kG2SOSr=459.42,kiBf=4.503e-13,kiBr=14.274000000000001,kiR1f=9.324000000000001e-6,kiR1r=0.7480000000000001,Kmgneslow=241535.0,knfpBR1=1.3906500000000001e-12,knfpiBr=44.37000000000001,knfpiR1r=0.17051999999999998,knfpSOS=6.1152e-5,kpERK=2.0299999999999996e-6,kpMEK=9.539999999999999e-5,kpR1=7786.0,kR1f=0.000296245,kR1r=140.74,kRgneslow=56.349999999999994,kRhydro=2.34415,kSoff=42.72800000000001,kSon=25.47,kSOSf=0.00046092,kSOSr=14.4205
kBf=2843.1499999999996,kBr=0.12542499999999998,kcatE=1.3319999999999999,kdEf=7.48935,kdEr=92.71999999999998,kdp=64.75,kdpERK=0.13195,kdpMEK=0.22995000000000002,kdpR1=50.58,kdpSOS=0.034867,kdR1f=7.5075,kdR1r=3.93,kEf=116250.0,kEr=191.16,kfpBr=17.290000000000003,kfpR1r=0.17304,kG2f=3.0970000000000004,kG2r=26640.0,kG2SOSf=2.34395,kG2SOSr=288.60999999999996,kiBf=5.056000000000001e-13,kiBr=4.056,kiR1f=1.2728e-5,kiR1r=0.38500000000000006,Kmgneslow=72100.0,knfpBR1=3.60045e-12,knfpiBr=87.72000000000001,knfpiR1r=0.09831000000000001,knfpSOS=6.664e-5,kpERK=1.16e-5,kpMEK=0.0014071499999999998,kpR1=15915.5,kR1f=0.00020356499999999998,kR1r=562.96,kRgneslow=54.05,kRhydro=1.1111,kSoff=35.751999999999995,kSon=121.69000000000001,kSOSf=9.659999999999999e-5,kSOSr=5.7299999999999995
kBf=3997.3,kBr=0.128885,kcatE=62.93699999999999,kdEf=5.384499999999999,kdEr=85.11999999999999,kdp=365.19000000000005,kdpERK=2.54475,kdpMEK=2.7338500000000003,kdpR1=227.61,kdpSOS=0.011427,kdR1f=3.9975000000000005,kdR1r=49.125,kEf=34375.0,kEr=170.64000000000001,kfpBr=34.31400000000001,kfpR1r=0.16480000000000003,kG2f=4.727,kG2r=2164.5,kG2SOSf=0.518,kG2SOSr=312.17,kiBf=5.530000000000001e-13,kiBr=11.856,kiR1f=1.0508000000000002e-5,kiR1r=1.1440000000000001,Kmgneslow=198275.0,knfpBR1=2.8765500000000003e-12,knfpiBr=96.39,knfpiR1r=0.12875999999999999,knfpSOS=1.176e-5,kpERK=8.119999999999999e-7,kpMEK=0.00022260000000000002,kpR1=18778.0,kR1f=0.00010095499999999998,kR1r=780.88,kRgneslow=33.35,kRhydro=1.626,kSoff=2.616,kSon=237.72000000000003,kSOSf=0.00033396,kSOSr=8.6905
kBf=3406.1499999999996,kBr=0.08303999999999997,kcatE=19.314,kdEf=4.992900000000001,kdEr=41.800000000000004,kdp=33.67,kdpERK=0.5655,kdpMEK=0.15330000000000002,kdpR1=91.325,kdpSOS=0.040434,kdR1f=9.21375,kdR1r=118.55499999999999,kEf=33125.0,kEr=182.51999999999998,kfpBr=25.004,kfpR1r=0.11948,kG2f=0.489,kG2r=2497.5,kG2SOSf=0.27194999999999997,kG2SOSr=547.77,kiBf=8.453e-13,kiBr=11.934000000000003,kiR1f=6.586e-6,kiR1r=0.7920000000000001,Kmgneslow=519120.0,knfpBR1=3.6576e-12,knfpiBr=99.44999999999999,knfpiR1r=0.1044,knfpSOS=2.3520000000000002e-5,kpERK=2.9e-7,kpMEK=0.0012640499999999999,kpR1=17404.0,kR1f=6.619999999999999e-6,kR1r=776.3399999999999,kRgneslow=51.175,kRhydro=2.1544499999999998,kSoff=70.196,kSon=72.16499999999999,kSOSf=0.00030636,kSOSr=10.123
kBf=3349.8500000000004,kBr=0.11071999999999999,kcatE=49.61699999999999,kdEf=4.4544500000000005,kdEr=145.16,kdp=134.68000000000004,kdpERK=1.6965000000000001,kdpMEK=1.022,kdpR1=216.36999999999998,kdpSOS=0.009961999999999999,kdR1f=5.362500000000001,kdR1r=71.395,kEf=123125.0,kEr=48.60000000000001,kfpBr=13.566000000000003,kfpR1r=0.21424,kG2f=2.5102,kG2r=17815.5,kG2SOSf=0.66045,kG2SOSr=291.55499999999995,kiBf=1.2008000000000003e-12,kiBr=0.31200000000000006,kiR1f=6.5120000000000005e-6,kiR1r=0.11000000000000001,Kmgneslow=659715.0,knfpBR1=1.31445e-12,knfpiBr=19.89,knfpiR1r=0.11657999999999999,knfpSOS=2.7439999999999998e-5,kpERK=8.757999999999998e-6,kpMEK=0.00053265,kpR1=687.0,kR1f=1.8204999999999996e-5,kR1r=49.94,kRgneslow=22.1375,kRhydro=2.1409,kSoff=27.032,kSon=195.27000000000004,kSOSf=0.00036156000000000003,kSOSr=17.953999999999997
kBf=2617.9500000000003,kBr=0.09947499999999998,kcatE=13.653,kdEf=7.832,kdEr=151.24,kdp=194.25,kdpERK=1.0933000000000002,kdpMEK=3.8836,kdpR1=35.125,kdpSOS=0.009082999999999999,kdR1f=5.655,kdR1r=123.795,kEf=20000.0,kEr=152.28,kfpBr=37.24000000000001,kfpR1r=0.08034000000000001,kG2f=2.7710000000000004,kG2r=23143.5,kG2SOSf=2.0461,kG2SOSr=538.9350000000001,kiBf=1.343e-13,kiBr=2.262,kiR1f=5.032e-6,kiR1r=1.1880000000000004,Kmgneslow=346080.0,knfpBR1=2.15265e-12,knfpiBr=39.78000000000001,knfpiR1r=0.15050999999999998,knfpSOS=2.5088e-5,kpERK=2.6099999999999996e-6,kpMEK=0.0011607,kpR1=5725.0,kR1f=0.00026810999999999995,kR1r=404.05999999999995,kRgneslow=9.487499999999999,kRhydro=0.5284500000000001,kSoff=86.328,kSon=151.40500000000003,kSOSf=0.00053544,kSOSr=18.431499999999996
kBf=3265.3999999999996,kBr=0.12282999999999998,kcatE=5.994,kdEf=0.7832,kdEr=53.2,kdp=424.76000000000005,kdpERK=3.5438,kdpMEK=0.40880000000000005,kdpR1=144.715,kdpSOS=0.038383,kdR1f=2.4375,kdR1r=75.98,kEf=21875.0,kEr=131.76,kfpBr=31.654000000000003,kfpR1r=0.19364,kG2f=4.9552000000000005,kG2r=14319.0,kG2SOSf=0.8158500000000001,kG2SOSr=530.1,kiBf=1.2323999999999999e-12,kiBr=8.112,kiR1f=8.14e-6,kiR1r=1.9470000000000005,Kmgneslow=378525.0,knfpBR1=4.7625e-13,knfpiBr=64.26,knfpiR1r=0.09570000000000001,knfpSOS=1.4895999999999998e-5,kpERK=9.685999999999998e-6,kpMEK=3.18e-5,kpR1=343.5,kR1f=0.000279695,kR1r=880.76,kRgneslow=56.925,kRhydro=2.2222,kSoff=83.276,kSon=138.67000000000002,kSOSf=0.00011316000000000001,kSOSr=17.380999999999997
kBf=2786.8500000000004,kBr=0.013839999999999998,kcatE=0.999,kdEf=6.2656,kdEr=107.91999999999999,kdp=178.71,kdpERK=0.6408999999999999,kdpMEK=1.30305,kdpR1=92.73,kdpSOS=0.036625,kdR1f=7.897500000000001,kdR1r=66.81,kEf=84375.0,kEr=39.96000000000001,kfpBr=5.054,kfpR1r=0.35844000000000004,kG2f=1.9886000000000001,kG2r=17482.5,kG2SOSf=0.0518,kG2SOSr=497.705,kiBf=2.449e-13,kiBr=8.346000000000002,kiR1f=1.4282000000000001e-5,kiR1r=0.18700000000000003,Kmgneslow=259560.0,knfpBR1=3.48615e-12,knfpiBr=15.81,knfpiR1r=0.0348,knfpSOS=2.4304e-5,kpERK=2.3199999999999999e-7,kpMEK=0.00013515,kpR1=15801.0,kR1f=7.943999999999998e-5,kR1r=621.98,kRgneslow=54.337500000000006,kRhydro=0.60975,kSoff=9.156,kSon=230.64500000000004,kSOSf=0.00043884,kSOSr=0.573
kBf=4306.95,kBr=0.025084999999999996,kcatE=42.291,kdEf=5.5803,kdEr=96.52,kdp=484.33000000000004,kdpERK=2.35625,kdpMEK=4.16465,kdpR1=189.67499999999998,kdpSOS=0.042485,kdR1f=3.2662500000000003,kdR1r=53.71000000000001,kEf=20625.0,kEr=12.96,kfpBr=36.44200000000001,kfpR1r=0.07622,kG2f=1.141,kG2r=13320.0,kG2SOSf=0.1036,kG2SOSr=106.02000000000001,kiBf=1.0507000000000002e-12,kiBr=3.2760000000000002,kiR1f=1.1914e-5,kiR1r=1.6500000000000004,Kmgneslow=18025.0,knfpBR1=8.572500000000001e-13,knfpiBr=70.89,knfpiR1r=0.0435,knfpSOS=1.5288e-5,kpERK=1.0904e-5,kpMEK=0.0005723999999999999,kpR1=7099.0,kR1f=0.000286315,kR1r=463.08,kRgneslow=39.9625,kRhydro=1.9241,kSoff=54.064,kSon=178.29000000000002,kSOSf=0.00016283999999999998,kSOSr=10.791500000000001
kBf=1266.75,kBr=0.06573999999999999,kcatE=59.60699999999999,kdEf=1.71325,kdEr=136.04,kdp=103.60000000000002,kdpERK=1.4514500000000001,kdpMEK=1.3797000000000001,kdpR1=221.99,kdpSOS=0.00879,kdR1f=0.2925,kdR1r=85.80499999999999,kEf=59375.0,kEr=142.56,kfpBr=8.778,kfpR1r=0.21630000000000002,kG2f=3.9120000000000004,kG2r=22810.5,kG2SOSf=2.0202,kG2SOSr=453.53,kiBf=1.3746e-12,kiBr=13.026000000000002,kiR1f=3.848e-6,kiR1r=0.9130000000000001,Kmgneslow=468650.0,knfpBR1=6.096e-13,knfpiBr=14.79,knfpiR1r=0.05307,knfpSOS=1.0976e-5,kpERK=9.279999999999999e-7,kpMEK=0.0006519,kpR1=2977.0,kR1f=0.000259835,kR1r=36.32,kRgneslow=15.812499999999998,kRhydro=1.4498499999999999,kSoff=15.26,kSon=283.0,kSOSf=0.0005382,kSOSr=15.3755
kBf=985.25,kBr=0.09341999999999999,kcatE=18.980999999999998,kdEf=2.3496,kdEr=25.080000000000002,kdp=18.130000000000003,kdpERK=3.26105,kdpMEK=0.8176000000000001,kdpR1=8.43,kdpSOS=0.01172,kdR1f=8.92125,kdR1r=37.335,kEf=56875.0,kEr=22.68,kfpBr=45.75200000000001,kfpR1r=0.0103,kG2f=1.8582,kG2r=28138.5,kG2SOSf=2.1237999999999997,kG2SOSr=382.85,kiBf=9.322e-13,kiBr=15.288,kiR1f=1.3098e-5,kiR1r=0.154,Kmgneslow=292005.0,knfpBR1=1.50495e-12,knfpiBr=80.58,knfpiR1r=0.15747,knfpSOS=4.8608e-5,kpERK=8.584e-6,kpMEK=0.0006201,kpR1=4007.5,kR1f=0.00017873999999999999,kR1r=522.1,kRgneslow=12.649999999999999,kRhydro=0.9891500000000001,kSoff=77.172,kSon=107.54,kSOSf=0.00050784,kSOSr=1.91
kBf=2561.65,kBr=0.012974999999999999,kcatE=32.634,kdEf=7.97885,kdEr=3.04,kdp=393.68000000000006,kdpERK=3.2799,kdpMEK=3.55145,kdpR1=82.895,kdpSOS=0.017286999999999997,kdR1f=9.6525,kdR1r=47.815,kEf=121875.0,kEr=130.67999999999998,kfpBr=43.092,kfpR1r=0.21836000000000005,kG2f=4.2706,kG2r=9157.5,kG2SOSf=0.25899999999999995,kG2SOSr=138.41500000000002,kiBf=4.7400000000000005e-14,kiBr=4.367999999999999,kiR1f=1.1544e-5,kiR1r=0.8690000000000001,Kmgneslow=219905.0,knfpBR1=9.7155e-13,knfpiBr=97.41,knfpiR1r=0.14354999999999998,knfpSOS=2.1952000000000003e-5,kpERK=4.814e-6,kpMEK=0.0010017,kpR1=17976.5,kR1f=8.440499999999999e-5,kR1r=544.8000000000001,kRgneslow=4.8875,kRhydro=1.66665,kSoff=7.848,kSon=62.260000000000005,kSOSf=0.00020424,kSOSr=17.476499999999998
kBf=4081.75,kBr=0.059684999999999995,kcatE=52.614,kdEf=9.54525,kdEr=94.23999999999998,kdp=101.00999999999999,kdpERK=1.4703000000000002,kdpMEK=1.6096500000000002,kdpR1=247.28,kdpSOS=0.000879,kdR1f=5.9475,kdR1r=67.465,kEf=68125.0,kEr=199.8,kfpBr=22.610000000000003,kfpR1r=0.13184,kG2f=0.5542,kG2r=15318.0,kG2SOSf=1.2173,kG2SOSr=326.895,kiBf=1.817e-13,kiBr=0.78,kiR1f=1.924e-6,kiR1r=1.3530000000000004,Kmgneslow=450625.0,knfpBR1=8.382e-13,knfpiBr=24.990000000000002,knfpiR1r=0.09396,knfpSOS=9.8e-6,kpERK=4.002e-6,kpMEK=0.0001113,kpR1=14656.0,kR1f=0.00024328499999999993,kR1r=245.16,kRgneslow=20.987499999999997,kRhydro=1.23305,kSoff=62.784000000000006,kSon=233.475,kSOSf=0.00044712000000000007,kSOSr=1.6235
kBf=1548.2499999999998,kBr=0.16780999999999996,kcatE=28.305,kdEf=1.4195499999999999,kdEr=69.91999999999999,kdp=113.96000000000001,kdpERK=0.7917,kdpMEK=2.7594000000000003,kdpR1=98.35,kdpSOS=0.054205,kdR1f=0.9750000000000001,kdR1r=56.985,kEf=74375.0,kEr=24.840000000000003,kfpBr=13.3,kfpR1r=0.18746000000000004,kG2f=1.7278000000000002,kG2r=6993.0,kG2SOSf=1.3209,kG2SOSr=150.195,kiBf=4.266e-13,kiBr=8.424000000000001,kiR1f=1.1692e-5,kiR1r=0.49500000000000005,Kmgneslow=465045.0,knfpBR1=2.4383999999999998e-12,knfpiBr=5.609999999999999,knfpiR1r=0.17400000000000002,knfpSOS=1.9992e-5,kpERK=6.089999999999999e-6,kpMEK=0.0011765999999999999,kpR1=10305.0,kR1f=2.4824999999999997e-5,kR1r=903.46,kRgneslow=21.849999999999998,kRhydro=2.64225,kSoff=31.392,kSon=53.77,kSOSf=0.00016835999999999997,kSOSr=3.3425
kBf=1829.7499999999998,kBr=0.08995999999999998,kcatE=26.307,kdEf=2.2517,kdEr=72.19999999999999,kdp=341.88000000000005,kdpERK=0.43355,kdpMEK=3.0915500000000002,kdpR1=252.9,kdpSOS=0.056549,kdR1f=9.408750000000001,kdR1r=24.234999999999996,kEf=44375.0,kEr=155.51999999999998,kfpBr=17.556,kfpR1r=0.03708,kG2f=0.35860000000000003,kG2r=8158.5,kG2SOSf=2.08495,kG2SOSr=214.985,kiBf=1.0270000000000002e-13,kiBr=6.318,kiR1f=1.147e-5,kiR1r=1.4410000000000003,Kmgneslow=537145.0,knfpBR1=1.96215e-12,knfpiBr=81.6,knfpiR1r=0.12441,knfpSOS=3.6064e-5,kpERK=3.944e-6,kpMEK=0.0002703,kpR1=16831.5,kR1f=0.00016549999999999998,kR1r=467.61999999999995,kRgneslow=2.5875,kRhydro=1.2466,kSoff=72.376,kSon=217.91000000000003,kSOSf=9.108000000000002e-5,kSOSr=16.5215
kBf=3040.2,kBr=0.00865,kcatE=6.66,kdEf=3.5244,kdEr=51.67999999999999,kdp=357.42,kdpERK=2.6013,kdpMEK=1.76295,kdpR1=49.175000000000004,kdpSOS=0.031644,kdR1f=3.315,kdR1r=12.445,kEf=65625.0,kEr=144.72,kfpBr=21.28,kfpR1r=0.40994,kG2f=5.7376000000000005,kG2r=19813.5,kG2SOSf=2.3827999999999996,kG2SOSr=379.905,kiBf=4.74e-13,kiBr=5.694,kiR1f=3.034e-6,kiR1r=1.4520000000000002,Kmgneslow=508305.0,knfpBR1=3.0861000000000004e-12,knfpiBr=82.62,knfpiR1r=0.01479,knfpSOS=4.664799999999999e-5,kpERK=5.8e-7,kpMEK=0.00039749999999999996,kpR1=19808.5,kR1f=0.00012081499999999997,kR1r=549.34,kRgneslow=22.425,kRhydro=2.58805,kSoff=14.824,kSon=60.845000000000006,kSOSf=0.00048300000000000003,kSOSr=14.229500000000002
kBf=3518.75,kBr=0.14878,kcatE=21.977999999999998,kdEf=4.7971,kdEr=81.32,kdp=308.21000000000004,kdpERK=0.4524,kdpMEK=2.32505,kdpR1=200.91500000000002,kdpSOS=0.012598999999999999,kdR1f=9.70125,kdR1r=1.965,kEf=46875.0,kEr=185.76000000000002,kfpBr=39.102000000000004,kfpR1r=0.17098000000000002,kG2f=2.8362,kG2r=17149.5,kG2SOSf=1.2691,kG2SOSr=359.28999999999996,kiBf=1.4378000000000002e-12,kiBr=15.366000000000003,kiR1f=1.4578e-5,kiR1r=1.7160000000000002,Kmgneslow=266770.0,knfpBR1=3.2766e-12,knfpiBr=78.54,knfpiR1r=0.026969999999999997,knfpSOS=5.7623999999999996e-5,kpERK=8.7e-6,kpMEK=0.0001272,kpR1=10648.5,kR1f=0.00015391499999999997,kR1r=567.5,kRgneslow=30.187499999999996,kRhydro=0.58265,kSoff=41.42,kSon=114.615,kSOSf=0.00025944,kSOSr=6.5895
kBf=2477.2000000000003,kBr=0.07179499999999998,kcatE=1.665,kdEf=2.39855,kdEr=139.07999999999998,kdp=186.48000000000002,kdpERK=3.2045,kdpMEK=1.96735,kdpR1=259.925,kdpSOS=0.033988,kdR1f=1.755,kdR1r=4.585000000000001,kEf=11250.0,kEr=194.4,kfpBr=18.62,kfpR1r=0.02472,kG2f=1.1084,kG2r=9990.0,kG2SOSf=0.34964999999999996,kG2SOSr=241.49,kiBf=6.320000000000001e-14,kiBr=12.948000000000002,kiR1f=1.4134e-5,kiR1r=1.3860000000000003,Kmgneslow=302820.0,knfpBR1=9.3345e-13,knfpiBr=3.5700000000000003,knfpiR1r=0.06960000000000001,knfpSOS=3.0576e-5,kpERK=1.0381999999999998e-5,kpMEK=7.950000000000001e-5,kpR1=12366.0,kR1f=7.447499999999998e-5,kR1r=703.6999999999999,kRgneslow=24.437499999999996,kRhydro=0.6233000000000001,kSoff=65.4,kSon=274.51,kSOSf=0.00039468,kSOSr=3.1514999999999995
kBf=591.15,kBr=0.153105,kcatE=61.27199999999999,kdEf=3.6223,kdEr=12.159999999999998,kdp=391.09000000000003,kdpERK=0.32045,kdpMEK=2.17175,kdpR1=67.44,kdpSOS=0.052154000000000006,kdR1f=2.19375,kdR1r=105.455,kEf=58750.0,kEr=55.08,kfpBr=22.078,kfpR1r=0.17716000000000004,kG2f=5.3464,kG2r=21478.5,kG2SOSf=1.1137,kG2SOSr=465.31,kiBf=1.3272000000000002e-12,kiBr=9.360000000000001,kiR1f=1.1174e-5,kiR1r=1.3750000000000004,Kmgneslow=295610.0,knfpBR1=2.19075e-12,knfpiBr=74.46,knfpiR1r=0.16791,knfpSOS=3.8416e-5,kpERK=3.5379999999999994e-6,kpMEK=0.0009699,kpR1=4580.0,kR1f=0.00024825,kR1r=45.4,kRgneslow=23.575,kRhydro=2.1138,kSoff=17.44,kSon=193.85500000000005,kSOSf=0.0004554,kSOSr=8.1175
